+--------------------------+
| problem                  |
+---------------+----------+
| indicator     | value    |
+---------------+----------+
| noJobs        | 1001     | 
| noServices    | 0        | 
| noShipments   | 1001     | 
| noBreaks      | 0        | 
| fleetsize     | INFINITE | 
+--------------------------+
+----------------------------------------------------------+
| solution                                                 |
+---------------+------------------------------------------+
| indicator     | value                                    |
+---------------+------------------------------------------+
| costs         | 124121.0                                 | 
| noVehicles    | 26                                       | 
| unassgndJobs  | 0                                        | 
+----------------------------------------------------------+
+--------------------------------------------------------------------------------------------------------------------------------+
| detailed solution                                                                                                              |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| route   | vehicle              | activity              | job             | arrTime         | endTime         | costs           |
| 6       | vehicle10            | pickupShipment        | 381             | 43              | 44              | 1015            |
| 6       | vehicle10            | pickupShipment        | 385             | 44              | 45              | 1015            |
| 6       | vehicle10            | pickupShipment        | 210             | 45              | 46              | 1015            |
| 6       | vehicle10            | pickupShipment        | 908             | 46              | 47              | 1015            |
| 6       | vehicle10            | pickupShipment        | 164             | 47              | 48              | 1015            |
| 6       | vehicle10            | pickupShipment        | 699             | 48              | 49              | 1015            |
| 6       | vehicle10            | pickupShipment        | 610             | 49              | 50              | 1015            |
| 6       | vehicle10            | deliverShipment       | 598             | 53              | 53              | 1825            |
| 6       | vehicle10            | deliverShipment       | 457             | 55              | 55              | 1831            |
| 6       | vehicle10            | deliverShipment       | 381             | 56              | 56              | 1834            |
| 6       | vehicle10            | deliverShipment       | 285             | 58              | 58              | 1977            |
| 6       | vehicle10            | pickupShipment        | 643             | 64              | 65              | 2055            |
| 6       | vehicle10            | pickupShipment        | 461             | 65              | 66              | 2055            |
| 6       | vehicle10            | pickupShipment        | 328             | 66              | 67              | 2055            |
| 6       | vehicle10            | pickupShipment        | 567             | 67              | 68              | 2055            |
| 6       | vehicle10            | deliverShipment       | 699             | 74              | 74              | 2853            |
| 6       | vehicle10            | deliverShipment       | 610             | 84              | 84              | 2894            |
| 6       | vehicle10            | deliverShipment       | 164             | 91              | 91              | 2934            |
| 6       | vehicle10            | deliverShipment       | 567             | 92              | 92              | 2942            |
| 6       | vehicle10            | deliverShipment       | 328             | 98              | 98              | 2957            |
| 6       | vehicle10            | deliverShipment       | 643             | 99              | 99              | 3274            |
| 6       | vehicle10            | deliverShipment       | 461             | 101             | 101             | 3296            |
| 6       | vehicle10            | pickupShipment        | 759             | 103             | 104             | 3466            |
| 6       | vehicle10            | pickupShipment        | 628             | 104             | 105             | 3466            |
| 6       | vehicle10            | pickupShipment        | 372             | 105             | 106             | 3466            |
| 6       | vehicle10            | pickupShipment        | 663             | 106             | 107             | 3466            |
| 6       | vehicle10            | pickupShipment        | 525             | 107             | 108             | 3466            |
| 6       | vehicle10            | pickupShipment        | 88              | 108             | 109             | 3466            |
| 6       | vehicle10            | pickupShipment        | 765             | 109             | 110             | 3466            |
| 6       | vehicle10            | deliverShipment       | 628             | 118             | 118             | 4245            |
| 6       | vehicle10            | deliverShipment       | 372             | 127             | 127             | 4277            |
| 6       | vehicle10            | deliverShipment       | 663             | 137             | 137             | 4363            |
| 6       | vehicle10            | deliverShipment       | 525             | 144             | 144             | 4393            |
| 6       | vehicle10            | deliverShipment       | 88              | 150             | 150             | 4490            |
| 6       | vehicle10            | deliverShipment       | 765             | 159             | 159             | 4540            |
| 6       | vehicle10            | deliverShipment       | 908             | 168             | 168             | 4583            |
| 6       | vehicle10            | deliverShipment       | 210             | 175             | 175             | 4620            |
| 6       | vehicle10            | deliverShipment       | 385             | 176             | 176             | 4644            |
| 6       | vehicle10            | deliverShipment       | 759             | 185             | 185             | 4756            |
| 6       | vehicle10            | pickupShipment        | 866             | 186             | 187             | 4964            |
| 6       | vehicle10            | pickupShipment        | 93              | 187             | 188             | 4964            |
| 6       | vehicle10            | pickupShipment        | 67              | 188             | 189             | 4964            |
| 6       | vehicle10            | pickupShipment        | 511             | 189             | 190             | 4964            |
| 6       | vehicle10            | pickupShipment        | 246             | 190             | 191             | 4964            |
| 6       | vehicle10            | pickupShipment        | 72              | 191             | 192             | 4964            |
| 6       | vehicle10            | pickupShipment        | 294             | 192             | 193             | 4964            |
| 6       | vehicle10            | pickupShipment        | 743             | 193             | 194             | 4964            |
| 6       | vehicle10            | pickupShipment        | 731             | 194             | 195             | 4964            |
| 6       | vehicle10            | pickupShipment        | 470             | 195             | 196             | 4964            |
| 6       | vehicle10            | deliverShipment       | 866             | 203             | 203             | 5770            |
| 6       | vehicle10            | deliverShipment       | 93              | 204             | 204             | 5800            |
| 6       | vehicle10            | deliverShipment       | 67              | 206             | 206             | 5859            |
| 6       | vehicle10            | deliverShipment       | 511             | 211             | 211             | 5880            |
| 6       | vehicle10            | deliverShipment       | 246             | 214             | 214             | 5910            |
| 6       | vehicle10            | deliverShipment       | 72              | 218             | 218             | 5921            |
| 6       | vehicle10            | deliverShipment       | 294             | 224             | 224             | 5945            |
| 6       | vehicle10            | deliverShipment       | 743             | 225             | 225             | 5953            |
| 6       | vehicle10            | deliverShipment       | 731             | 227             | 227             | 5963            |
| 6       | vehicle10            | deliverShipment       | 470             | 228             | 228             | 5976            |
| 6       | vehicle10            | end                   | -               | 234             | undef           | 6102            |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 7       | vehicle10            | start                 | -               | undef           | 0               | 0               |
| 7       | vehicle10            | pickupShipment        | 548             | 0               | 1               | 0               |
| 7       | vehicle10            | pickupShipment        | 406             | 1               | 2               | 0               |
| 7       | vehicle10            | pickupShipment        | 936             | 2               | 3               | 0               |
| 7       | vehicle10            | pickupShipment        | 794             | 3               | 4               | 0               |
| 7       | vehicle10            | pickupShipment        | 71              | 4               | 5               | 0               |
| 7       | vehicle10            | pickupShipment        | 113             | 5               | 6               | 0               |
| 7       | vehicle10            | pickupShipment        | 675             | 6               | 7               | 0               |
| 7       | vehicle10            | pickupShipment        | 928             | 7               | 8               | 0               |
| 7       | vehicle10            | pickupShipment        | 420             | 8               | 9               | 0               |
| 7       | vehicle10            | pickupShipment        | 588             | 9               | 10              | 0               |
| 7       | vehicle10            | deliverShipment       | 548             | 11              | 11              | 379             |
| 7       | vehicle10            | deliverShipment       | 794             | 19              | 19              | 546             |
| 7       | vehicle10            | deliverShipment       | 113             | 21              | 21              | 568             |
| 7       | vehicle10            | deliverShipment       | 928             | 25              | 25              | 599             |
| 7       | vehicle10            | deliverShipment       | 420             | 26              | 26              | 602             |
| 7       | vehicle10            | deliverShipment       | 588             | 30              | 30              | 626             |
| 7       | vehicle10            | deliverShipment       | 675             | 36              | 36              | 716             |
| 7       | vehicle10            | deliverShipment       | 71              | 44              | 44              | 750             |
| 7       | vehicle10            | deliverShipment       | 406             | 47              | 47              | 764             |
| 7       | vehicle10            | pickupShipment        | 192             | 56              | 57              | 1250            |
| 7       | vehicle10            | pickupShipment        | 23              | 57              | 58              | 1250            |
| 7       | vehicle10            | pickupShipment        | 622             | 58              | 59              | 1250            |
| 7       | vehicle10            | pickupShipment        | 454             | 59              | 60              | 1250            |
| 7       | vehicle10            | pickupShipment        | 121             | 60              | 61              | 1250            |
| 7       | vehicle10            | pickupShipment        | 750             | 61              | 62              | 1250            |
| 7       | vehicle10            | pickupShipment        | 449             | 62              | 63              | 1250            |
| 7       | vehicle10            | pickupShipment        | 464             | 63              | 64              | 1250            |
| 7       | vehicle10            | pickupShipment        | 637             | 64              | 65              | 1250            |
| 7       | vehicle10            | deliverShipment       | 449             | 72              | 72              | 2011            |
| 7       | vehicle10            | deliverShipment       | 464             | 78              | 78              | 2033            |
| 7       | vehicle10            | deliverShipment       | 637             | 83              | 83              | 2065            |
| 7       | vehicle10            | deliverShipment       | 936             | 86              | 86              | 2096            |
| 7       | vehicle10            | deliverShipment       | 750             | 90              | 90              | 2162            |
| 7       | vehicle10            | deliverShipment       | 121             | 93              | 93              | 2174            |
| 7       | vehicle10            | deliverShipment       | 454             | 103             | 103             | 2221            |
| 7       | vehicle10            | deliverShipment       | 622             | 105             | 105             | 2235            |
| 7       | vehicle10            | pickupShipment        | 97              | 107             | 108             | 2934            |
| 7       | vehicle10            | pickupShipment        | 623             | 108             | 109             | 2934            |
| 7       | vehicle10            | pickupShipment        | 368             | 109             | 110             | 2934            |
| 7       | vehicle10            | pickupShipment        | 58              | 110             | 111             | 2934            |
| 7       | vehicle10            | pickupShipment        | 435             | 111             | 112             | 2934            |
| 7       | vehicle10            | pickupShipment        | 94              | 112             | 113             | 2934            |
| 7       | vehicle10            | pickupShipment        | 167             | 113             | 114             | 2934            |
| 7       | vehicle10            | pickupShipment        | 9               | 114             | 115             | 2934            |
| 7       | vehicle10            | deliverShipment       | 97              | 124             | 124             | 3369            |
| 7       | vehicle10            | deliverShipment       | 368             | 131             | 131             | 3389            |
| 7       | vehicle10            | deliverShipment       | 58              | 133             | 133             | 3430            |
| 7       | vehicle10            | deliverShipment       | 435             | 140             | 140             | 3459            |
| 7       | vehicle10            | deliverShipment       | 94              | 147             | 147             | 3528            |
| 7       | vehicle10            | deliverShipment       | 167             | 152             | 152             | 3558            |
| 7       | vehicle10            | deliverShipment       | 9               | 160             | 160             | 3596            |
| 7       | vehicle10            | deliverShipment       | 23              | 170             | 170             | 3626            |
| 7       | vehicle10            | deliverShipment       | 192             | 177             | 177             | 3676            |
| 7       | vehicle10            | deliverShipment       | 623             | 181             | 181             | 3756            |
| 7       | vehicle10            | pickupShipment        | 304             | 182             | 183             | 4231            |
| 7       | vehicle10            | pickupShipment        | 973             | 183             | 184             | 4231            |
| 7       | vehicle10            | pickupShipment        | 387             | 184             | 185             | 4231            |
| 7       | vehicle10            | pickupShipment        | 544             | 185             | 186             | 4231            |
| 7       | vehicle10            | pickupShipment        | 886             | 186             | 187             | 4231            |
| 7       | vehicle10            | pickupShipment        | 314             | 187             | 188             | 4231            |
| 7       | vehicle10            | pickupShipment        | 685             | 188             | 189             | 4231            |
| 7       | vehicle10            | pickupShipment        | 291             | 189             | 190             | 4231            |
| 7       | vehicle10            | pickupShipment        | 311             | 190             | 191             | 4231            |
| 7       | vehicle10            | pickupShipment        | 617             | 191             | 192             | 4231            |
| 7       | vehicle10            | deliverShipment       | 617             | 202             | 202             | 4637            |
| 7       | vehicle10            | deliverShipment       | 304             | 209             | 209             | 4885            |
| 7       | vehicle10            | deliverShipment       | 973             | 215             | 215             | 4908            |
| 7       | vehicle10            | deliverShipment       | 387             | 221             | 221             | 4922            |
| 7       | vehicle10            | deliverShipment       | 544             | 227             | 227             | 4962            |
| 7       | vehicle10            | deliverShipment       | 886             | 228             | 228             | 4989            |
| 7       | vehicle10            | deliverShipment       | 314             | 230             | 230             | 5007            |
| 7       | vehicle10            | deliverShipment       | 685             | 234             | 234             | 5056            |
| 7       | vehicle10            | deliverShipment       | 291             | 242             | 242             | 5155            |
| 7       | vehicle10            | deliverShipment       | 311             | 243             | 243             | 5170            |
| 7       | vehicle10            | end                   | -               | 250             | undef           | 5369            |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 8       | vehicle10            | start                 | -               | undef           | 0               | 0               |
| 8       | vehicle10            | pickupShipment        | 790             | 0               | 1               | 0               |
| 8       | vehicle10            | pickupShipment        | 819             | 1               | 2               | 0               |
| 8       | vehicle10            | pickupShipment        | 681             | 2               | 3               | 0               |
| 8       | vehicle10            | pickupShipment        | 766             | 3               | 4               | 0               |
| 8       | vehicle10            | pickupShipment        | 864             | 4               | 5               | 0               |
| 8       | vehicle10            | deliverShipment       | 790             | 7               | 7               | 115             |
| 8       | vehicle10            | deliverShipment       | 681             | 14              | 14              | 232             |
| 8       | vehicle10            | deliverShipment       | 766             | 18              | 18              | 259             |
| 8       | vehicle10            | deliverShipment       | 864             | 19              | 19              | 266             |
| 8       | vehicle10            | deliverShipment       | 819             | 23              | 23              | 416             |
| 8       | vehicle10            | pickupShipment        | 803             | 26              | 27              | 489             |
| 8       | vehicle10            | pickupShipment        | 107             | 27              | 28              | 489             |
| 8       | vehicle10            | pickupShipment        | 986             | 28              | 29              | 489             |
| 8       | vehicle10            | pickupShipment        | 754             | 29              | 30              | 489             |
| 8       | vehicle10            | pickupShipment        | 587             | 30              | 31              | 489             |
| 8       | vehicle10            | pickupShipment        | 558             | 31              | 32              | 489             |
| 8       | vehicle10            | pickupShipment        | 678             | 32              | 33              | 489             |
| 8       | vehicle10            | pickupShipment        | 489             | 33              | 34              | 489             |
| 8       | vehicle10            | pickupShipment        | 490             | 34              | 35              | 489             |
| 8       | vehicle10            | deliverShipment       | 107             | 45              | 45              | 1202            |
| 8       | vehicle10            | deliverShipment       | 986             | 48              | 48              | 1244            |
| 8       | vehicle10            | deliverShipment       | 754             | 57              | 57              | 1263            |
| 8       | vehicle10            | deliverShipment       | 587             | 63              | 63              | 1278            |
| 8       | vehicle10            | deliverShipment       | 678             | 64              | 64              | 1292            |
| 8       | vehicle10            | deliverShipment       | 489             | 66              | 66              | 1341            |
| 8       | vehicle10            | deliverShipment       | 490             | 74              | 74              | 1431            |
| 8       | vehicle10            | deliverShipment       | 558             | 80              | 80              | 1462            |
| 8       | vehicle10            | pickupShipment        | 577             | 85              | 86              | 2150            |
| 8       | vehicle10            | pickupShipment        | 479             | 86              | 87              | 2150            |
| 8       | vehicle10            | pickupShipment        | 174             | 87              | 88              | 2150            |
| 8       | vehicle10            | pickupShipment        | 526             | 88              | 89              | 2150            |
| 8       | vehicle10            | pickupShipment        | 505             | 89              | 90              | 2150            |
| 8       | vehicle10            | pickupShipment        | 917             | 90              | 91              | 2150            |
| 8       | vehicle10            | pickupShipment        | 855             | 91              | 92              | 2150            |
| 8       | vehicle10            | pickupShipment        | 135             | 92              | 93              | 2150            |
| 8       | vehicle10            | pickupShipment        | 379             | 93              | 94              | 2150            |
| 8       | vehicle10            | deliverShipment       | 577             | 103             | 103             | 2872            |
| 8       | vehicle10            | deliverShipment       | 479             | 107             | 107             | 2919            |
| 8       | vehicle10            | deliverShipment       | 174             | 108             | 108             | 3006            |
| 8       | vehicle10            | deliverShipment       | 526             | 111             | 111             | 3055            |
| 8       | vehicle10            | deliverShipment       | 505             | 121             | 121             | 3114            |
| 8       | vehicle10            | deliverShipment       | 855             | 127             | 127             | 3140            |
| 8       | vehicle10            | deliverShipment       | 379             | 133             | 133             | 3156            |
| 8       | vehicle10            | deliverShipment       | 803             | 139             | 139             | 3179            |
| 8       | vehicle10            | deliverShipment       | 135             | 146             | 146             | 3205            |
| 8       | vehicle10            | deliverShipment       | 917             | 150             | 150             | 3217            |
| 8       | vehicle10            | pickupShipment        | 443             | 156             | 157             | 3888            |
| 8       | vehicle10            | pickupShipment        | 974             | 157             | 158             | 3888            |
| 8       | vehicle10            | pickupShipment        | 812             | 158             | 159             | 3888            |
| 8       | vehicle10            | pickupShipment        | 15              | 159             | 160             | 3888            |
| 8       | vehicle10            | pickupShipment        | 559             | 160             | 161             | 3888            |
| 8       | vehicle10            | pickupShipment        | 102             | 161             | 162             | 3888            |
| 8       | vehicle10            | pickupShipment        | 18              | 162             | 163             | 3888            |
| 8       | vehicle10            | pickupShipment        | 736             | 163             | 164             | 3888            |
| 8       | vehicle10            | pickupShipment        | 65              | 164             | 165             | 3888            |
| 8       | vehicle10            | pickupShipment        | 647             | 165             | 166             | 3888            |
| 8       | vehicle10            | deliverShipment       | 974             | 168             | 168             | 4597            |
| 8       | vehicle10            | deliverShipment       | 812             | 170             | 170             | 4604            |
| 8       | vehicle10            | deliverShipment       | 15              | 178             | 178             | 4654            |
| 8       | vehicle10            | deliverShipment       | 559             | 187             | 187             | 4677            |
| 8       | vehicle10            | deliverShipment       | 647             | 195             | 195             | 4707            |
| 8       | vehicle10            | pickupShipment        | 105             | 198             | 199             | 5404            |
| 8       | vehicle10            | pickupShipment        | 831             | 199             | 200             | 5404            |
| 8       | vehicle10            | pickupShipment        | 48              | 200             | 201             | 5404            |
| 8       | vehicle10            | pickupShipment        | 975             | 201             | 202             | 5404            |
| 8       | vehicle10            | pickupShipment        | 138             | 202             | 203             | 5404            |
| 8       | vehicle10            | deliverShipment       | 105             | 204             | 204             | 6099            |
| 8       | vehicle10            | deliverShipment       | 831             | 209             | 209             | 6112            |
| 8       | vehicle10            | deliverShipment       | 48              | 210             | 210             | 6186            |
| 8       | vehicle10            | deliverShipment       | 975             | 212             | 212             | 6204            |
| 8       | vehicle10            | deliverShipment       | 138             | 219             | 219             | 6225            |
| 8       | vehicle10            | deliverShipment       | 443             | 222             | 222             | 6240            |
| 8       | vehicle10            | deliverShipment       | 102             | 229             | 229             | 6277            |
| 8       | vehicle10            | deliverShipment       | 18              | 231             | 231             | 6398            |
| 8       | vehicle10            | deliverShipment       | 736             | 236             | 236             | 6436            |
| 8       | vehicle10            | deliverShipment       | 65              | 245             | 245             | 6471            |
| 8       | vehicle10            | end                   | -               | 255             | undef           | 6612            |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 9       | vehicle10            | start                 | -               | undef           | 0               | 0               |
| 9       | vehicle10            | pickupShipment        | 671             | 0               | 1               | 0               |
| 9       | vehicle10            | pickupShipment        | 361             | 1               | 2               | 0               |
| 9       | vehicle10            | pickupShipment        | 215             | 2               | 3               | 0               |
| 9       | vehicle10            | pickupShipment        | 358             | 3               | 4               | 0               |
| 9       | vehicle10            | pickupShipment        | 935             | 4               | 5               | 0               |
| 9       | vehicle10            | pickupShipment        | 211             | 5               | 6               | 0               |
| 9       | vehicle10            | pickupShipment        | 562             | 6               | 7               | 0               |
| 9       | vehicle10            | pickupShipment        | 546             | 7               | 8               | 0               |
| 9       | vehicle10            | pickupShipment        | 20              | 8               | 9               | 0               |
| 9       | vehicle10            | pickupShipment        | 377             | 9               | 10              | 0               |
| 9       | vehicle10            | deliverShipment       | 671             | 11              | 11              | 148             |
| 9       | vehicle10            | deliverShipment       | 211             | 16              | 16              | 187             |
| 9       | vehicle10            | deliverShipment       | 20              | 17              | 17              | 209             |
| 9       | vehicle10            | deliverShipment       | 377             | 22              | 22              | 245             |
| 9       | vehicle10            | deliverShipment       | 546             | 25              | 25              | 307             |
| 9       | vehicle10            | deliverShipment       | 562             | 27              | 27              | 318             |
| 9       | vehicle10            | deliverShipment       | 935             | 33              | 33              | 345             |
| 9       | vehicle10            | deliverShipment       | 358             | 34              | 34              | 398             |
| 9       | vehicle10            | deliverShipment       | 215             | 40              | 40              | 439             |
| 9       | vehicle10            | deliverShipment       | 361             | 48              | 48              | 462             |
| 9       | vehicle10            | pickupShipment        | 554             | 58              | 59              | 1142            |
| 9       | vehicle10            | pickupShipment        | 513             | 59              | 60              | 1142            |
| 9       | vehicle10            | pickupShipment        | 439             | 60              | 61              | 1142            |
| 9       | vehicle10            | pickupShipment        | 857             | 61              | 62              | 1142            |
| 9       | vehicle10            | pickupShipment        | 885             | 62              | 63              | 1142            |
| 9       | vehicle10            | pickupShipment        | 239             | 63              | 64              | 1142            |
| 9       | vehicle10            | pickupShipment        | 890             | 64              | 65              | 1142            |
| 9       | vehicle10            | pickupShipment        | 757             | 65              | 66              | 1142            |
| 9       | vehicle10            | pickupShipment        | 957             | 66              | 67              | 1142            |
| 9       | vehicle10            | pickupShipment        | 915             | 67              | 68              | 1142            |
| 9       | vehicle10            | deliverShipment       | 554             | 70              | 70              | 1835            |
| 9       | vehicle10            | deliverShipment       | 513             | 73              | 73              | 1862            |
| 9       | vehicle10            | deliverShipment       | 439             | 83              | 83              | 1907            |
| 9       | vehicle10            | deliverShipment       | 857             | 84              | 84              | 1934            |
| 9       | vehicle10            | deliverShipment       | 885             | 91              | 91              | 1950            |
| 9       | vehicle10            | deliverShipment       | 239             | 99              | 99              | 1988            |
| 9       | vehicle10            | deliverShipment       | 890             | 104             | 104             | 2015            |
| 9       | vehicle10            | deliverShipment       | 957             | 106             | 106             | 2035            |
| 9       | vehicle10            | deliverShipment       | 915             | 109             | 109             | 2060            |
| 9       | vehicle10            | deliverShipment       | 757             | 119             | 119             | 2097            |
| 9       | vehicle10            | pickupShipment        | 417             | 126             | 127             | 2779            |
| 9       | vehicle10            | pickupShipment        | 411             | 127             | 128             | 2779            |
| 9       | vehicle10            | pickupShipment        | 672             | 128             | 129             | 2779            |
| 9       | vehicle10            | pickupShipment        | 707             | 129             | 130             | 2779            |
| 9       | vehicle10            | pickupShipment        | 535             | 130             | 131             | 2779            |
| 9       | vehicle10            | pickupShipment        | 594             | 131             | 132             | 2779            |
| 9       | vehicle10            | pickupShipment        | 84              | 132             | 133             | 2779            |
| 9       | vehicle10            | pickupShipment        | 980             | 133             | 134             | 2779            |
| 9       | vehicle10            | pickupShipment        | 484             | 134             | 135             | 2779            |
| 9       | vehicle10            | pickupShipment        | 858             | 135             | 136             | 2779            |
| 9       | vehicle10            | deliverShipment       | 417             | 140             | 140             | 3159            |
| 9       | vehicle10            | deliverShipment       | 672             | 141             | 141             | 3226            |
| 9       | vehicle10            | deliverShipment       | 707             | 147             | 147             | 3258            |
| 9       | vehicle10            | deliverShipment       | 411             | 154             | 154             | 3361            |
| 9       | vehicle10            | pickupShipment        | 460             | 158             | 159             | 3549            |
| 9       | vehicle10            | pickupShipment        | 772             | 159             | 160             | 3549            |
| 9       | vehicle10            | pickupShipment        | 887             | 160             | 161             | 3549            |
| 9       | vehicle10            | pickupShipment        | 960             | 161             | 162             | 3549            |
| 9       | vehicle10            | deliverShipment       | 887             | 171             | 171             | 4209            |
| 9       | vehicle10            | deliverShipment       | 772             | 174             | 174             | 4228            |
| 9       | vehicle10            | deliverShipment       | 460             | 184             | 184             | 4292            |
| 9       | vehicle10            | deliverShipment       | 960             | 194             | 194             | 4322            |
| 9       | vehicle10            | pickupShipment        | 570             | 196             | 197             | 5007            |
| 9       | vehicle10            | pickupShipment        | 410             | 197             | 198             | 5007            |
| 9       | vehicle10            | pickupShipment        | 914             | 198             | 199             | 5007            |
| 9       | vehicle10            | pickupShipment        | 639             | 199             | 200             | 5007            |
| 9       | vehicle10            | deliverShipment       | 570             | 201             | 201             | 5710            |
| 9       | vehicle10            | deliverShipment       | 410             | 208             | 208             | 5728            |
| 9       | vehicle10            | deliverShipment       | 914             | 211             | 211             | 5748            |
| 9       | vehicle10            | deliverShipment       | 639             | 212             | 212             | 5759            |
| 9       | vehicle10            | deliverShipment       | 535             | 217             | 217             | 5778            |
| 9       | vehicle10            | deliverShipment       | 594             | 220             | 220             | 5808            |
| 9       | vehicle10            | deliverShipment       | 84              | 224             | 224             | 5823            |
| 9       | vehicle10            | deliverShipment       | 980             | 230             | 230             | 5848            |
| 9       | vehicle10            | deliverShipment       | 484             | 231             | 231             | 5881            |
| 9       | vehicle10            | deliverShipment       | 858             | 236             | 236             | 5898            |
| 9       | vehicle10            | end                   | -               | 245             | undef           | 5927            |
+---------+----------------------+-----------------------+-----------------+-----------------+-----------------+-----------------+
| 10      | vehicle10            | start                 | -               | undef           | 0               | 0               |
| 10      | vehicle10            | pickupShipment        | 370             | 0               | 1               | 0               |
| 10      | vehicle10            | pickupShipment        | 553             | 1               | 2               | 0               |
| 10      | vehicle10            | pickupShipment        | 842             | 2               | 3               | 0               |
| 10      | vehicle10            | pickupShipment        | 845             | 3               | 4               | 0               |
| 10      | vehicle10            | pickupShipment        | 280             | 4               | 5               | 0               |
| 10      | vehicle10            | pickupShipment        | 820             | 5               | 6               | 0               |
| 10      | vehicle10            | pickupShipment        | 608             | 6               | 7               | 0               |
| 10      | vehicle10            | pickupShipment        | 938             | 7               | 8               | 0               |
| 10      | vehicle10            | pickupShipment        | 962             | 8               | 9               | 0               |
| 10      | vehicle10            | pickupShipment        | 390             | 9               | 10              | 0               |
| 10      | vehicle10            | deliverShipment       | 370             | 18              | 18              | 158             |
| 10      | vehicle10            | deliverShipment       | 962             | 20              | 20              | 308             |
| 10      | vehicle10            | deliverShipment       | 390             | 27              | 27              | 351             |
| 10      | vehicle10            | deliverShipment       | 938             | 28              | 28              | 380             |
| 10      | vehicle10            | deliverShipment       | 608             | 31              | 31              | 396             |
| 10      | vehicle10            | deliverShipment       | 820             | 32              | 32              | 447             |
| 10      | vehicle10            | deliverShipment       | 280             | 37              | 37              | 525             |
| 10      | vehicle10            | deliverShipment       | 845             | 45              | 45              | 556             |
| 10      | vehicle10            | pickupShipment        | 687             | 48              | 49              | 1163            |
| 10      | vehicle10            | pickupShipment        | 823             | 49              | 50              | 1163            |
| 10      | vehicle10            | pickupShipment        | 112             | 50              | 51              | 1163            |
| 10      | vehicle10            | pickupShipment        | 103             | 51              | 52              | 1163            |
| 10      | vehicle10            | pickupShipment        | 597             | 52              | 53              | 1163            |
| 10      | vehicle10            | pickupShipment        | 862             | 53              | 54              | 1163            |
| 10      | vehicle10            | pickupShipment        | 237             | 54              | 55              | 1163            |
| 10      | vehicle10            | pickupShipment        | 721             | 55              | 56              | 1163            |
| 10      | vehicle10            | deliverShipment       | 553             | 57              | 57              | 1743            |
| 10      | vehicle10            | deliverShipment       | 842             | 61              | 61              | 1780            |
| 10      | vehicle10            | deliverShipment       | 721             | 67              | 67              | 1801            |
| 10      | vehicle10            | deliverShipment       | 237             | 77              | 77              | 1828            |
| 10      | vehicle10            | deliverShipment       | 862             | 78              | 78              | 1843            |
| 10      | vehicle10            | pickupShipment        | 805             | 79              | 80              | 2446            |
| 10      | vehicle10            | pickupShipment        | 14              | 80              | 81              | 2446            |
| 10      | vehicle10            | pickupShipment        | 876             | 81              | 82              | 2446            |
| 10      | vehicle10            | pickupShipment        | 222             | 82              | 83              | 2446            |
| 10      | vehicle10            | pickupShipment        | 770             | 83              | 84              | 2446            |
| 10      | vehicle10            | deliverShipment       | 687             | 85              | 85              | 3078            |
| 10      | vehicle10            | deliverShipment       | 597             | 93              | 93              | 3110            |
| 10      | vehicle10            | deliverShipment       | 103             | 98              | 98              | 3158            |
| 10      | vehicle10            | deliverShipment       | 112             | 104             | 104             | 3233            |
| 10      | vehicle10            | deliverShipment       | 823             | 109             | 109             | 3252            |
| 10      | vehicle10            | pickupShipment        | 755             | 119             | 120             | 3905            |
| 10      | vehicle10            | pickupShipment        | 883             | 120             | 121             | 3905            |
| 10      | vehicle10            | pickupShipment        | 580             | 121             | 122             | 3905            |
| 10      | vehicle10            | pickupShipment        | 865             | 122             | 123             | 3905            |
| 10      | vehicle10            | pickupShipment        | 881             | 123             | 124             | 3905            |
| 10      | vehicle10            | deliverShipment       | 755             | 126             | 126             | 4410            |
